K,lr,weight_decay,hidden_channels,heads,val_loss,val_avg_distance,test_avg_distance
6,0.005,0.0001,64,1,0.0008038388914428651,0.354995459318161,3.9690142
8,0.005,1e-05,128,1,0.0006223479867912829,0.31740936636924744,3.9810236
6,0.01,0.0001,64,2,0.0008267549565061927,0.3580227792263031,4.019965
5,0.01,5e-05,128,2,0.0007933826418593526,0.3489644527435303,4.0652075
8,0.005,0.0001,32,3,0.0011500658001750708,0.416940838098526,4.077841
8,0.005,0.0001,64,1,0.0007547378190793097,0.35670843720436096,4.1019497
5,0.01,1e-05,32,3,0.0006840689457021654,0.3269157409667969,4.1130342
8,0.01,5e-05,128,1,0.0006529254605993629,0.32567402720451355,4.1271057
7,0.01,0.0001,32,2,0.0008157782722264528,0.35949644446372986,4.1490464
7,0.01,5e-05,64,3,0.0008215226698666811,0.35180187225341797,4.15244
5,0.01,0.0001,64,2,0.000987005652859807,0.38915377855300903,4.153819
6,0.001,0.0005,128,3,0.0016891496488824487,0.5196662545204163,4.1605725
8,0.005,1e-05,64,3,0.0006369233597069979,0.32511240243911743,4.169892
6,0.01,1e-05,128,1,0.0007114512263797224,0.3253054618835449,4.1740723
8,0.005,1e-05,128,2,0.0006330109899863601,0.3188011348247528,4.1877804
8,0.01,1e-05,128,2,0.0007040771888568997,0.34057456254959106,4.204102
7,0.005,5e-05,128,3,0.0008607911295257509,0.3586391806602478,4.2100797
7,0.005,0.0001,64,1,0.0007761678425595164,0.34665343165397644,4.2117953
5,0.01,1e-05,32,2,0.0007289594504982233,0.3346417546272278,4.2302637
5,0.01,1e-05,64,2,0.0007138006621971726,0.34019041061401367,4.245015
5,0.001,0.0005,128,3,0.002040063263848424,0.5534000992774963,4.251672
5,0.01,0.0001,64,3,0.0007416176958940923,0.34243717789649963,4.2556834
7,0.01,0.0001,64,3,0.000740138697437942,0.3380555510520935,4.2807255
5,0.005,1e-05,64,3,0.0007395718130283058,0.34127968549728394,4.2993345
6,0.005,1e-05,128,2,0.0006560991751030087,0.33020633459091187,4.3140044
8,0.005,1e-05,128,3,0.0006212544394657016,0.31653594970703125,4.3354006
8,0.005,5e-05,32,3,0.001061987946741283,0.40298372507095337,4.3369446
6,0.005,0.0001,32,3,0.0011129557387903333,0.41378602385520935,4.423411
5,0.01,5e-05,64,2,0.0007175566861405969,0.3380461037158966,4.4314437
8,0.01,1e-05,128,3,0.0011540547711774707,0.42135030031204224,4.4363923
7,0.005,1e-05,64,2,0.0008400370716117322,0.3512144088745117,4.436607
8,0.01,0.0005,64,3,0.0015824965666979551,0.5035774111747742,4.437611
5,0.01,5e-05,128,3,0.001006980543024838,0.3943065106868744,4.458702
7,0.01,0.0001,128,1,0.0012087704380974174,0.43453484773635864,4.463897
5,0.005,0.0001,64,2,0.0006290576420724392,0.3154461979866028,4.4718795
8,0.01,1e-05,128,1,0.000704208854585886,0.33751747012138367,4.475083
7,0.005,0.0001,64,2,0.0009573086863383651,0.3662833571434021,4.476329
7,0.005,0.0001,32,3,0.000770951563026756,0.3578239679336548,4.5233555
5,0.01,5e-05,32,2,0.0007155361236073077,0.33533066511154175,4.5360427
5,0.005,5e-05,64,3,0.000766186451073736,0.36059510707855225,4.5464478
6,0.01,0.0001,32,2,0.0008565219468437135,0.3702179789543152,4.574972
5,0.005,1e-05,128,3,0.0007303361198864877,0.34021663665771484,4.5863857
8,0.01,5e-05,32,3,0.0006605557864531875,0.3149496614933014,4.630027
5,0.01,1e-05,64,3,0.0007513286545872688,0.34616726636886597,4.631792
6,0.01,0.0005,128,1,0.001821391750127077,0.5329774022102356,4.64992
6,0.01,0.0001,128,3,0.0011550660710781813,0.4315168261528015,4.6612134
7,0.01,0.0005,64,3,0.0016011529369279742,0.48291677236557007,4.692316
8,0.005,5e-05,128,3,0.001038096728734672,0.3778679072856903,4.6948013
6,0.01,1e-05,64,2,0.000676084600854665,0.3285747468471527,4.7074084
8,0.01,5e-05,32,2,0.0006673452444374561,0.3252936005592346,4.7088995
6,0.005,5e-05,128,1,0.0007329456275328994,0.3182448744773865,4.710088
8,0.01,0.0001,64,3,0.0011377320624887943,0.41768503189086914,4.7385945
5,0.01,0.0001,128,3,0.0017452907050028443,0.5034669637680054,4.7631316
7,0.01,1e-05,32,2,0.0007465104572474957,0.34178176522254944,4.807225
5,0.005,5e-05,32,3,0.0006082368781790137,0.3084343671798706,4.814374
6,0.005,1e-05,64,3,0.000776198401581496,0.3503621220588684,4.8820724
8,0.01,5e-05,64,1,0.0006492238608188927,0.32503044605255127,4.9067125
5,0.01,5e-05,128,1,0.0007499879575334489,0.34319648146629333,4.929267
7,0.01,5e-05,128,3,0.0010061701759696007,0.3851880133152008,4.9619184
7,0.01,1e-05,64,1,0.0007090793224051595,0.3287963271141052,4.994788
6,0.01,0.0005,64,3,0.0021226108074188232,0.5804511308670044,4.9976883
8,0.005,0.0001,128,1,0.0008302501519210637,0.36044156551361084,5.0318666
7,0.005,5e-05,64,2,0.0007494826568290591,0.34315741062164307,5.0373907
7,0.01,5e-05,32,2,0.0006441133446060121,0.3184109926223755,5.0393996
7,0.005,1e-05,128,1,0.0006531597464345396,0.3223801851272583,5.1424007
6,0.01,1e-05,64,3,0.0008333948208019137,0.3676077127456665,5.227396
5,0.01,0.0001,32,3,0.0008709131507202983,0.36811205744743347,5.228388
5,0.01,0.0005,128,1,0.0016248251777142286,0.5067480206489563,5.2320404
7,0.01,5e-05,128,1,0.0007901274366304278,0.3440072238445282,5.2609878
7,0.01,0.0005,128,1,0.0014960187254473567,0.46345341205596924,5.308509
7,0.01,0.0005,128,3,0.0014393761521205306,0.4576752781867981,5.3408947
5,0.005,5e-05,128,3,0.0012023183517158031,0.4360862374305725,5.35994
6,0.005,1e-05,128,1,0.0006494457484222949,0.3123043179512024,5.442838
6,0.01,5e-05,128,3,0.0011932447087019682,0.41975799202919006,5.4509764
6,0.005,0.0001,128,3,0.0010882801143452525,0.3793044686317444,5.5062804
6,0.01,0.0001,128,1,0.0007598304655402899,0.3424477279186249,5.513703
5,0.005,0.0001,128,3,0.001336529036052525,0.44514116644859314,5.5175524
8,0.01,0.0001,128,1,0.0008879901142790914,0.36762911081314087,5.576861
7,0.01,1e-05,64,3,0.0007708051707595587,0.3511396646499634,5.6417108
7,0.01,1e-05,128,2,0.0010803197510540485,0.4097350239753723,5.6651254
5,0.005,5e-05,128,1,0.0007728809141553938,0.3430550694465637,5.771756
8,0.01,1e-05,64,3,0.0006226155092008412,0.3090839385986328,5.814538
8,0.005,5e-05,128,1,0.0007092378218658268,0.32813578844070435,5.9072943
8,0.01,5e-05,128,3,0.0013333401875570416,0.4614069163799286,6.038152
8,0.01,0.0005,128,1,0.0016535025788471103,0.5139107704162598,6.1738653
5,0.01,1e-05,128,3,0.0008453582995571196,0.3628712594509125,6.374803
6,0.01,1e-05,128,3,0.0009936433052644134,0.404069185256958,7.360671
8,0.01,0.0001,128,3,0.002000370528548956,0.581549882888794,8.899647
