K,lr,weight_decay,hidden_channels,heads,val_loss,val_avg_distance,test_avg_distance
7,0.005,0.0001,32,3,0.0016910486156120896,0.5037080645561218,0.4713277816772461
8,0.01,5e-05,128,3,0.0016472317511215806,0.5048958659172058,0.5415757298469543
7,0.01,5e-05,128,3,0.0016143814427778125,0.5056342482566833,0.5830788016319275
6,0.005,0.0001,128,3,0.0016530437860637903,0.5057029128074646,0.6195866465568542
8,0.001,0.0001,64,1,0.0015984062338247895,0.5064160227775574,0.46234264969825745
6,0.001,5e-05,32,1,0.0016344462055712938,0.5070841908454895,0.4505263864994049
8,0.001,0.0005,32,2,0.0016111794393509626,0.5081588625907898,0.4560791254043579
6,0.001,5e-05,32,3,0.001646661083213985,0.5082341432571411,0.47489914298057556
8,0.001,5e-05,64,1,0.0016576965572312474,0.510399341583252,0.4430692493915558
6,0.001,5e-05,64,1,0.0018692867597565055,0.5121884346008301,0.45335960388183594
5,0.01,1e-05,128,1,0.001695074955932796,0.5132617354393005,0.4692254364490509
7,0.01,0.0005,32,1,0.0017125691520050168,0.5135348439216614,0.6843018531799316
8,0.001,1e-05,64,1,0.0016779669094830751,0.515103280544281,0.44367313385009766
7,0.01,0.0001,128,3,0.001690310426056385,0.5158488750457764,0.5175075531005859
8,0.001,0.0005,32,3,0.001818039221689105,0.5167110562324524,0.45212212204933167
6,0.001,0.0001,128,2,0.0016998408827930689,0.516949474811554,0.5033359527587891
5,0.01,0.0001,128,3,0.0017133213113993406,0.5179813504219055,0.505507230758667
6,0.001,1e-05,32,2,0.0017701798351481557,0.5180283784866333,0.4655956029891968
8,0.001,0.0005,64,2,0.0018405448645353317,0.5182767510414124,0.49095219373703003
5,0.005,0.0001,128,3,0.0017921741819009185,0.518797755241394,0.5671036243438721
6,0.001,0.0001,32,3,0.0016947119729593396,0.5190224647521973,0.4757223129272461
8,0.001,0.0005,128,2,0.001832471927627921,0.5193920135498047,0.480642169713974
5,0.01,0.0005,32,3,0.0018162288470193744,0.5195534229278564,0.5211443901062012
6,0.001,0.0001,128,3,0.001769599737599492,0.5198355317115784,0.4768298268318176
8,0.005,0.0005,32,2,0.0018119396409019828,0.5214203000068665,0.5125449299812317
8,0.01,0.0005,32,2,0.0018601256888359785,0.527941882610321,0.5663954019546509
7,0.001,0.0005,128,2,0.0018735328922048211,0.5291339755058289,0.6024119257926941
5,0.005,0.0005,32,1,0.0018683257512748241,0.5302985906600952,0.559813380241394
7,0.005,0.0005,64,1,0.001866350183263421,0.5316277742385864,0.559670090675354
8,0.005,0.0001,128,3,0.001951935701072216,0.5341982245445251,0.5589218735694885
8,0.001,0.0005,128,1,0.0018745562992990017,0.5347563028335571,0.4764842987060547
8,0.01,0.0005,32,3,0.001986487302929163,0.5349525809288025,0.642147958278656
7,0.01,0.0005,32,3,0.0019222780829295516,0.5391257405281067,0.5741550326347351
8,0.005,0.0005,64,1,0.001938943169079721,0.5395638346672058,0.4756516218185425
5,0.001,0.0005,128,1,0.002002190565690398,0.540151059627533,0.521095871925354
8,0.001,0.0005,32,1,0.0018987696385011077,0.5402076840400696,0.4787532687187195
6,0.001,0.0005,64,3,0.002041175263002515,0.5414039492607117,0.492411345243454
6,0.01,0.0005,32,2,0.0018829068867489696,0.542852520942688,0.5288617014884949
5,0.01,5e-05,128,2,0.0019937241449952126,0.5436735153198242,0.5190243124961853
7,0.005,0.0005,32,3,0.0020701519679278135,0.545059859752655,0.48690173029899597
6,0.005,0.0005,32,2,0.0019476448651403189,0.5484405755996704,0.49735376238822937
7,0.01,0.0005,64,1,0.001907252473756671,0.5501386523246765,0.6677886247634888
5,0.01,5e-05,128,1,0.001963947666808963,0.5509987473487854,0.4549585282802582
5,0.001,0.0005,32,2,0.0020613321103155613,0.5514316558837891,0.5425946116447449
6,0.001,1e-05,32,3,0.0019954023882746696,0.5532377362251282,0.5079423785209656
5,0.001,0.0005,64,2,0.0020772842690348625,0.5539968013763428,0.5077186822891235
6,0.005,0.0005,64,2,0.002017880557104945,0.5540922284126282,0.5069568753242493
8,0.01,0.0005,128,2,0.0020649100188165903,0.5553783774375916,0.5446137189865112
6,0.001,0.0005,32,2,0.002035954035818577,0.5562736988067627,0.4876582622528076
6,0.01,0.0001,128,3,0.0019228257006034255,0.5582890510559082,0.6005624532699585
6,0.005,0.0005,128,2,0.0019590372685343027,0.5598329305648804,0.5305752754211426
6,0.001,0.0005,64,1,0.0020314238499850035,0.5619825720787048,0.48388203978538513
6,0.005,0.0005,128,1,0.0021038511767983437,0.5620117783546448,0.5163633227348328
8,0.001,0.0005,128,3,0.002074756659567356,0.5629249811172485,0.6116648316383362
6,0.001,0.0005,32,3,0.0020861232187598944,0.563597559928894,0.5140156745910645
5,0.001,0.0005,64,1,0.002197686117142439,0.5646164417266846,0.5137373805046082
7,0.005,0.0005,128,1,0.0021659359335899353,0.5651759505271912,0.5375784039497375
7,0.01,0.0005,64,2,0.0021473225206136703,0.5659386515617371,0.5462294220924377
6,0.001,0.0005,32,1,0.0022403053008019924,0.5666564106941223,0.5379699468612671
7,0.005,0.0005,32,2,0.0021961426828056574,0.5675247311592102,0.4843960106372833
7,0.01,0.0005,64,3,0.002181408228352666,0.5685622692108154,0.5156580805778503
8,0.01,0.0005,64,1,0.0021035654935985804,0.5686606764793396,0.4865458011627197
5,0.005,0.0005,32,2,0.0021746321581304073,0.5693517327308655,0.5457996726036072
7,0.005,0.0005,64,3,0.002191054867580533,0.5698198080062866,0.488758385181427
7,0.005,0.0005,128,3,0.0021988600492477417,0.5708394050598145,0.5749445557594299
6,0.001,0.0005,64,2,0.002341830637305975,0.5716204047203064,0.46567535400390625
8,0.01,0.0005,64,2,0.0020452383905649185,0.572802722454071,0.48519793152809143
7,0.005,0.0005,64,2,0.002232270548120141,0.5734632015228271,0.5225124359130859
6,0.005,0.0005,64,1,0.0021774370688945055,0.5735223889350891,0.49887847900390625
8,0.005,0.0005,32,3,0.0021465460304170847,0.5743854641914368,0.5430623292922974
7,0.01,0.0005,128,1,0.0021819090470671654,0.5748535990715027,0.49241966009140015
5,0.005,0.0005,64,3,0.002271805889904499,0.5755283236503601,0.5470309257507324
5,0.001,0.0005,32,3,0.002179631730541587,0.5756856799125671,0.5073525309562683
6,0.005,0.0005,64,3,0.0022033683490008116,0.5765723586082458,0.49877652525901794
6,0.005,0.0005,32,3,0.0022784590255469084,0.5778812170028687,0.6105296015739441
6,0.01,0.0005,64,1,0.0022028684616088867,0.5779449939727783,0.6647689938545227
8,0.001,0.0005,64,1,0.0021245176903903484,0.5780519843101501,0.46890220046043396
8,0.005,0.0005,128,1,0.0021515286061912775,0.5787306427955627,0.5180131793022156
5,0.001,0.0005,64,3,0.002173377899453044,0.5792976021766663,0.49068158864974976
8,0.01,0.0005,64,3,0.0021623692009598017,0.5797359943389893,0.8180684447288513
6,0.001,0.0005,128,2,0.0021592718549072742,0.5818620920181274,0.573866069316864
7,0.01,0.0005,32,2,0.002244524657726288,0.5849460959434509,0.5182945728302002
5,0.001,0.0005,128,3,0.0023753142450004816,0.5867501497268677,0.5572238564491272
6,0.001,0.0005,128,3,0.002358467550948262,0.5893915891647339,0.5154510736465454
8,0.01,0.0005,128,1,0.002270744415000081,0.5901991128921509,0.5683194398880005
6,0.01,0.0005,128,3,0.002350524766370654,0.5911641716957092,0.7130107283592224
5,0.001,0.0005,128,2,0.002344151260331273,0.5919027328491211,0.5678579211235046
6,0.001,0.0005,128,1,0.0023215427063405514,0.5929767489433289,0.5503048300743103
8,0.005,0.0005,64,3,0.0022687974851578474,0.5938648581504822,0.557597815990448
6,0.005,0.0005,128,3,0.00241445517167449,0.5986478328704834,0.5394542217254639
8,0.005,0.0005,64,2,0.0021837125532329082,0.5987980365753174,0.5579662322998047
7,0.001,0.0005,64,2,0.0023856614716351032,0.5994465351104736,0.48660629987716675
8,0.005,0.0005,128,2,0.0024147657677531242,0.599870502948761,0.693387508392334
6,0.01,0.0005,128,1,0.0024910017382353544,0.6016241312026978,0.5278339385986328
8,0.01,0.0005,128,3,0.0023780139163136482,0.6019121408462524,0.5727675557136536
5,0.01,0.0005,64,2,0.002700376557186246,0.6081418395042419,0.7402142882347107
8,0.005,0.0005,128,3,0.0026431006845086813,0.6102644205093384,0.5922936797142029
7,0.005,0.0005,128,2,0.0024400767870247364,0.6132269501686096,0.6926368474960327
6,0.01,0.0005,64,2,0.0026136573869735003,0.618962287902832,0.5030710101127625
5,0.01,0.0005,64,3,0.0026001629885286093,0.6194657683372498,0.6177987456321716
5,0.01,0.0005,128,3,0.0026462567038834095,0.6238264441490173,0.600684404373169
5,0.005,0.0005,128,3,0.002617627615109086,0.6257138848304749,0.588714599609375
5,0.005,0.0005,128,1,0.002525248331949115,0.6276142001152039,0.6109296083450317
5,0.005,0.0005,64,1,0.0026313799899071455,0.6364014744758606,0.5579039454460144
7,0.01,0.0005,128,3,0.0028428498189896345,0.6364516019821167,0.7419105172157288
5,0.005,0.0005,32,3,0.0026155621744692326,0.6376438140869141,0.545591413974762
6,0.01,0.0005,64,3,0.0026238542050123215,0.639194667339325,0.5259891152381897
5,0.01,0.0005,64,1,0.00269293668679893,0.6405284404754639,0.5390027761459351
5,0.01,0.0005,128,1,0.002694289665669203,0.6442842483520508,0.71198570728302
5,0.01,0.0005,32,2,0.00302046793513,0.6748817563056946,0.521134614944458
7,0.01,0.0005,128,2,0.0027542596217244864,0.6778096556663513,0.6570664644241333
5,0.01,0.0005,128,2,0.003340971888974309,0.7037039995193481,0.6591702699661255
6,0.01,0.0005,128,2,0.0033350856974720955,0.7378695607185364,0.6601675748825073
7,0.001,0.0005,64,1,0.005604145582765341,0.923380434513092,0.577819287776947
